feedback_id,event_id,user_id,thumbs,reason_tag,free_text,created_at
fb_95771cd23fd9411d,ev_5ecce6bd26ed407f,u_00396,1,,,2026-02-12T00:02:11.572543+00:00
fb_bbb62d50840f4101,ev_b07119f589384671,u_00621,1,,,2026-03-05T12:54:32.733549+00:00
fb_63e0160b2a45484a,ev_6633412bf2824f6c,u_00173,1,,,2026-03-05T14:18:08.251801+00:00
fb_20d17192502d487b,ev_40d1c160fa364f1c,u_00419,-1,wrong_answer,,2026-02-12T16:02:43.962602+00:00
fb_10cee4ac0d664cee,ev_2d448226897f4446,u_00620,1,,,2026-02-18T13:45:11.160217+00:00
fb_1be9f89657b04954,ev_0e2d5b36caaa4415,u_00315,-1,incomplete,,2026-04-06T23:22:46.004787+00:00
fb_70e9d79c349a45ab,ev_649f16a053ec4055,u_00267,1,,,2026-03-01T12:45:07.844070+00:00
fb_c406f0ad08004525,ev_c77113b3616c4e21,u_00132,1,,,2026-02-18T18:40:04.637667+00:00
fb_92f5d2129a4b4bf0,ev_3538027ae47448fa,u_00282,-1,incomplete,too generic,2026-03-17T23:09:16.954548+00:00
fb_5056c05e700a4ed9,ev_ea7a75df8ec5447c,u_00409,1,,,2026-03-16T07:12:35.861673+00:00
fb_d42fe66fbee44373,ev_e15daa12d582423b,u_00129,1,,,2026-02-16T16:05:22.541657+00:00
fb_0f39dc37e2574857,ev_f8793a5b2a744751,u_00076,-1,wrong_answer,,2026-02-22T04:59:19.608413+00:00
fb_44539321370f43d2,ev_09b48d1e6df44e8f,u_00434,1,,,2026-03-26T13:45:07.970196+00:00
fb_6ae5986e94654f55,ev_c3027fe240054d71,u_00425,1,,,2026-02-04T16:32:40.705479+00:00
fb_2394ac602ce340a9,ev_cfdc1df51e5a4b7b,u_00175,1,,,2026-03-07T20:54:18.978993+00:00
fb_df11944f7e2748a0,ev_ec87bb16a7d945d8,u_00182,1,,,2026-02-13T04:01:45.234533+00:00
fb_542f1d1e91fc4619,ev_c9d030b5877d485d,u_00165,1,,,2026-03-12T00:03:30.350372+00:00
fb_a6a1e156b42f4cd9,ev_8486cc2e809742df,u_00115,1,,,2026-04-08T00:28:56.942816+00:00
fb_f1e1b905f26c4ef3,ev_c64b624a86a8470d,u_00463,1,,,2026-03-12T12:03:21.752281+00:00
fb_abe56a6fdee043bf,ev_1baaa7e7b8d94803,u_00341,1,,,2026-02-18T15:56:09.672643+00:00
fb_4ea2bb4eb4fb44d3,ev_869054b23d1e4be9,u_00586,1,,,2026-03-06T15:54:45.840165+00:00
fb_8d463ebcc9694b22,ev_1d79745dc7364449,u_00430,1,,,2026-02-02T01:24:56.491997+00:00
fb_c233ed03ed234f36,ev_a1bd55a2519a4b8b,u_00047,-1,incomplete,,2026-03-08T15:35:24.310859+00:00
fb_a37d1023996f4d9f,ev_a371e9cf072b49e8,u_00535,1,,,2026-02-16T03:27:23.518439+00:00
fb_29a7b0e24fee4587,ev_fa68235ed8214954,u_00179,-1,,,2026-04-12T11:40:19.694316+00:00
fb_363e522288cc4657,ev_b5a0cae616944f83,u_00102,-1,incomplete,,2026-02-28T16:16:47.373340+00:00
fb_5541fb3461c2413c,ev_c72f6dd74521438b,u_00175,-1,incomplete,,2026-02-28T16:07:38.880149+00:00
fb_f960c1cb735d438c,ev_0c989096871f4039,u_00267,1,,,2026-02-20T19:06:19.840503+00:00
fb_e10febce874f492d,ev_ac7be5b79c7a49d7,u_00589,1,,good citations,2026-03-06T08:51:53.970984+00:00
fb_a7ca99b26bde4340,ev_86f37718a0e34e23,u_00071,1,,,2026-02-17T13:47:37.590508+00:00
fb_4198b321ab614da3,ev_4fbb2cb01a704e93,u_00473,1,,,2026-02-19T15:44:52.478518+00:00
fb_56032da5c558410e,ev_2e3e1df9e83343e7,u_00274,1,,,2026-04-06T17:31:37.599917+00:00
fb_a25871e506984370,ev_36e553ee6c1e471c,u_00179,1,,,2026-02-13T16:15:53.411200+00:00
fb_57c6caf3165847d5,ev_47954a94a670408b,u_00027,-1,incomplete,,2026-03-07T15:47:19.441972+00:00
fb_77e555c887d04366,ev_2698c5daf2b24e10,u_00181,-1,wrong_answer,,2026-04-05T19:35:19.475826+00:00
fb_d79a80adade34550,ev_a5723c01142f440b,u_00041,1,,perfect!,2026-03-22T02:01:40.806013+00:00
fb_56cfe34621ca4220,ev_f43cc09a5370484d,u_00577,1,,,2026-02-23T14:22:22.607785+00:00
fb_2624b78672b64f4a,ev_346550672ad64d09,u_00642,1,,,2026-03-07T00:10:13.239236+00:00
fb_7bc49c4efe7b44a9,ev_ec2e15243a924a2d,u_00404,1,,,2026-02-26T18:00:56.852635+00:00
fb_803512bc21394257,ev_7d7561ba1be94b70,u_00503,1,,,2026-02-17T16:17:06.199499+00:00
fb_7b4da7e8b67248c2,ev_ee76bd56bbcb461f,u_00167,-1,hallucination,,2026-03-29T03:15:35.790724+00:00
fb_fad8ea64bbd3436b,ev_30ef5a129b6b478d,u_00292,-1,slow,too generic,2026-02-26T09:17:35.890610+00:00
fb_c8350dd6c86a427a,ev_491af8f200cf452e,u_00134,1,,,2026-03-02T08:11:26.561681+00:00
fb_643b9d66b3494d9f,ev_9b4f534825fa4694,u_00384,1,,,2026-03-02T11:41:03.355891+00:00
fb_a7ee9564164a41a9,ev_fd7448e9b67649aa,u_00497,1,,,2026-03-20T04:40:13.225756+00:00
fb_8af0ea234be94715,ev_0e74aa7aa4da4580,u_00069,1,,,2026-04-11T23:16:05.244707+00:00
fb_a163a497cf5c4040,ev_9ef9fdd350684c55,u_00027,1,,,2026-04-02T22:49:28.811364+00:00
fb_525b2f69a4b240d7,ev_086c3f5a052545d8,u_00654,1,,good citations,2026-02-20T14:42:39.712082+00:00
fb_32ba9a835b25499a,ev_69d5e3011b064c7f,u_00631,1,,,2026-02-06T10:27:06.362336+00:00
fb_c9008961ae80404b,ev_ccb77ae49520451a,u_00468,1,,,2026-03-01T17:05:14.145136+00:00
fb_e7cf10135ee94783,ev_f9f0b3f79ce84504,u_00444,-1,,,2026-03-07T21:55:41.143363+00:00
fb_470e1a2a862f43b2,ev_8153b41362584197,u_00410,1,,,2026-03-01T08:38:21.328978+00:00
fb_d5604c8005444cad,ev_0de05603fe6d4ee3,u_00294,1,,,2026-02-14T12:39:34.003605+00:00
fb_9f958ce93c0e4edd,ev_f5073b6840c64204,u_00644,1,,,2026-03-04T03:37:54.659674+00:00
fb_8d35fb778e2148f9,ev_1e309235f15f4c0a,u_00411,1,,,2026-02-15T23:12:13.875366+00:00
fb_c01dd15366334f42,ev_6900702b6e174281,u_00172,1,,,2026-03-01T05:55:37.444547+00:00
fb_1e7ca777978c453b,ev_327c42b3a53d482b,u_00194,1,,,2026-02-16T07:08:16.662102+00:00
fb_341a1ce6be154d57,ev_4c101a42b8a94186,u_00017,1,,,2026-04-01T06:57:52.516198+00:00
fb_ccbbb380301b4bef,ev_8587c13ac5c44fc1,u_00191,-1,incomplete,,2026-03-01T07:26:22.173730+00:00
fb_a40ca017ae7c4091,ev_e66f221119a04f74_orphan,u_00005,-1,other,,2026-02-27T00:00:00+00:00
fb_91270e3c10e640d7,ev_3199c45b9cc447fc,u_00554,1,,,2026-03-29T09:12:48.413662+00:00
fb_5908d267262847e7,ev_47dce064fb6d487c,u_00572,1,,,2026-02-21T00:14:10.715418+00:00
fb_a62db5c9f0684671,ev_185c7eb7607d4753,u_00660,1,,,2026-03-16T17:09:25.960622+00:00
fb_d5f6963b1b9240c5,ev_3587e66256cb4380,u_00290,-1,,,2026-03-14T23:12:22.020585+00:00
fb_c0902e20bae7464b,ev_edbc904572544698,u_00090,-1,,,2026-02-25T05:36:15.313524+00:00
fb_805a010ef0bf4711,ev_e7105c0dc0084a4b,u_00469,1,,good citations,2026-02-19T00:50:43.571696+00:00
fb_d32070a5e38945af,ev_06987a1af4c641bc,u_00503,-1,incomplete,,2026-02-16T17:24:35.096497+00:00
fb_2702a8805b654bec,ev_dfd4e476598d44cb,u_00349,-1,,,2026-03-22T12:15:36.528802+00:00
fb_1984c544bf7f409c,ev_d15492b547414758,u_00384,-1,incomplete,,2026-03-17T17:59:54.509638+00:00
fb_2556afc6b03f4fbf,ev_c439a2e0b4504996,u_00650,-1,wrong_answer,,2026-02-22T00:47:28.040556+00:00
fb_326d0975481844d2,ev_0e15a35c7fe04efb,u_00403,-1,incomplete,,2026-02-07T16:48:16.601526+00:00
fb_394ab253397943fa,ev_d57acd5747ee4126,u_00601,1,,good citations,2026-02-21T15:19:03.782153+00:00
fb_dd0d6d309d814e77,ev_a043cfe6ec49499d,u_00250,1,,,2026-02-18T02:59:16.907190+00:00
fb_5cf0345267104f83,ev_f722ccbe530e4b62,u_00296,1,,,2026-02-23T19:52:45.999823+00:00
fb_ccf90afc80c24921,ev_7ef357ff6dce41a3,u_00396,1,,,2026-02-03T09:20:24.703420+00:00
fb_be483cb7353448ad,ev_b8a39fbfbea8472d,u_00467,1,,,2026-02-24T02:37:23.194061+00:00
fb_90dbca13e870469e,ev_fdc36789203e45bb,u_00402,1,,,2026-02-17T16:26:29.455047+00:00
fb_cbdf1406788d446f,ev_c9b4f6acc5bd44a2,u_00385,-1,,,2026-03-06T17:41:40.735212+00:00
fb_bb65d66105cc4d9d,ev_9b0899db41e443cb,u_00682,1,,,2026-02-12T15:30:29.563899+00:00
fb_115e7c46cb50453d,ev_b9cb674e4f054881,u_00433,1,,,2026-03-15T04:59:33.122525+00:00
fb_56f6f9d44761471e,ev_c2f4f549eec349f9,u_00069,-1,incomplete,,2026-03-03T21:35:20.072427+00:00
fb_0482e7abbe114bcf,ev_2068d25b0d474dee,u_00352,-1,,,2026-02-14T16:04:05.409264+00:00
fb_fc5d877f89fa4eea,ev_e884909f4ddf4e5f,u_00026,1,,,2026-04-08T15:44:14.251827+00:00
fb_fd5838248dc14593,ev_e685f9027a2c41a5,u_00662,-1,,,2026-02-20T19:38:31.599881+00:00
fb_7b7b79044b7e4755,ev_3b24ffb4c4b44bb1,u_00184,1,,,2026-02-25T12:41:29.315180+00:00
fb_f9521d9d2b4749d0,ev_b70bd5787bea4c55,u_00147,1,,,2026-03-13T14:57:55.607032+00:00
fb_163c0bba98274007,ev_15f4236aa99642a2,u_00150,1,,,2026-03-16T23:22:59.788308+00:00
fb_2242eb1b5e4c4fa5,ev_0bfb51b494324243,u_00396,1,,,2026-03-01T11:13:43.101719+00:00
fb_4fd360a896d940c4,ev_c2840eef4f6e4955,u_00058,1,,,2026-03-24T12:47:37.385225+00:00
fb_192d378955ae4e44,ev_5b6aa79312964435,u_00215,-1,wrong_answer,,2026-02-06T18:15:18.559123+00:00
fb_b324ff4dbcc84fce,ev_3be40d9d105549d1,u_00628,1,,,2026-02-19T10:54:39.574892+00:00
fb_b179ebbd8e5c47bf,ev_8294fad72be0491a,u_00098,-1,wrong_answer,,2026-02-24T03:32:56.926614+00:00
fb_3fe7bfd2b3fe4a37,ev_36ea20054da14a7c,u_00547,-1,slow,,2026-02-10T23:23:29.359320+00:00
fb_5d04421d964a4f6a,ev_a1bf5ac4279b483b,u_00027,1,,,2026-02-11T04:06:27.011409+00:00
fb_d9ccd2c611a14159,ev_0961114cc7174fb8,u_00405,1,,,2026-02-23T01:57:42.497575+00:00
fb_a0b809efcaf24bf6,ev_eebb0b0e25ef4781,u_00019,-1,,,2026-02-21T11:54:29.550235+00:00
fb_b8e6c2bf758a4c3c,ev_c03cb4776f274918,u_00653,1,,,2026-02-10T09:14:42.046101+00:00
fb_c9524e9d45d64631,ev_264f9f11206c44dc,u_00270,1,,,2026-03-10T16:53:30.752691+00:00
fb_ef7097e9c14d4d1e,ev_5769a5e0b8f4495a,u_00684,1,,,2026-03-19T16:46:05.254025+00:00
fb_4b665aa339c64bb1,ev_a78131a9ddca441e,u_00148,1,,,2026-03-26T19:57:41.568019+00:00
fb_6283b276b5e44baa,ev_d1f60e839b054086,u_00441,1,,,2026-02-14T21:44:20.127299+00:00
fb_5ca83e5111b44218,ev_fb7ea92dfd6e445c,u_00168,1,,,2026-02-14T16:12:51.960551+00:00
fb_f59b319ef7ab4f41,ev_1b11987a00b649aa,u_00659,1,,,2026-03-15T03:45:58.285509+00:00
fb_02d439cbeae440f9,ev_c1ca2d3886cf4ab0,u_00504,1,,,2026-02-15T23:16:22.034453+00:00
fb_81662df53417470a,ev_32596b51ece34e9b,u_00145,1,,,2026-03-14T18:22:55.089490+00:00
fb_ca307a22f3194caa,ev_900b73b0bb8445b0,u_00118,-1,wrong_answer,,2026-04-07T16:48:22.675586+00:00
fb_6d68bab1efbc4ba9,ev_5d2da6adafc14b82,u_00652,1,,,2026-02-27T19:18:26.375853+00:00
fb_464e5fc198be42a9,ev_62634588cd194c7b,u_00337,-1,,,2026-02-06T14:35:37.161156+00:00
fb_b3c884125f0c4e4a,ev_d538879de9ee454a,u_00106,-1,wrong_answer,,2026-02-28T21:30:13.828272+00:00
fb_fb36d81aa71249d1,ev_696f9d2e38dd42e1,u_00052,1,,,2026-02-15T19:37:04.674622+00:00
fb_7efe2f4422ce4f7e,ev_af46982f6abd4f0f,u_00139,1,,,2026-03-16T18:18:07.487551+00:00
fb_db8dac7f34fe49a2,ev_ef2b926b7d754486,u_00154,-1,,,2026-02-17T22:05:36.662322+00:00
fb_f1f5cb14637e4634,ev_0afc6a7431f94dfe,u_00463,1,,,2026-02-19T14:45:50.646647+00:00
fb_8961c8d05b824f1a,ev_58bd2e42d6c9420f,u_00117,1,,,2026-02-18T00:30:31.804761+00:00
fb_f9a5e1e5107844df,ev_a74a6d6930404fb8,u_00156,-1,wrong_answer,,2026-04-05T14:13:11.070939+00:00
fb_377e685ffbda404f,ev_6284a8bdf8254c27,u_00467,1,,,2026-03-29T01:00:46.379382+00:00
fb_5f0287aabc5a4495,ev_a9739527e30942d6,u_00122,1,,,2026-03-11T17:04:12.807320+00:00
fb_1303210f656b44ed,ev_9bae0806f001484b,u_00107,1,,,2026-03-01T10:49:13.186785+00:00
fb_258f237d0d4040b1,ev_9813152c9a064b4b,u_00413,1,,,2026-02-17T10:29:48.095316+00:00
fb_de4a0efa16a44d93,ev_adb1bd139c7e404f,u_00664,1,,,2026-02-21T22:55:00.313045+00:00
fb_2c778abca09b44c4,ev_87244db8c2b24598,u_00152,1,,,2026-03-10T22:11:51.169715+00:00
fb_f58545ee73354e88,ev_1995850281014133,u_00046,1,,,2026-03-25T15:28:36.944523+00:00
fb_e482e2804828437a,ev_d9b5944fcbb04831,u_00204,1,,,2026-02-10T10:36:45.684376+00:00
fb_28777fbf674a4823,ev_7a501c87bde140de,u_00658,1,,,2026-02-20T09:09:25.833254+00:00
fb_610b6fb01dca4bb1,ev_034cf313e24344a7,u_00036,1,,,2026-02-03T15:14:49.464383+00:00
fb_f8a51e58659a4b1e,ev_47d99262d8874554,u_00286,1,,,2026-02-23T18:47:11.978242+00:00
fb_bc3b34c9b69a418a,ev_486f2e9638b348c4,u_00058,1,,,2026-02-24T23:25:37.037042+00:00
fb_9528d2d1a1b1469a,ev_d566db7a9a1b4396,u_00231,-1,hallucination,,2026-03-02T00:45:05.258610+00:00
fb_350659e6851c409a,ev_01e69ebcdb424a6a,u_00169,-1,incomplete,,2026-03-08T21:30:33.896748+00:00
fb_9f72363a37ad44b0,ev_cbb73d33f1e04e1b,u_00444,1,,,2026-04-04T15:46:57.658539+00:00
fb_3bac80405b6847db,ev_ca4e577cfd434b53,u_00130,1,,,2026-03-06T22:19:40.988795+00:00
fb_ec79378b36814d41,ev_73049dc96a094ac5,u_00346,-1,incomplete,,2026-02-20T18:56:28.553689+00:00
fb_2cb47606ef43483d,ev_c98c1f767fa340f9,u_00585,-1,hallucination,,2026-02-15T09:23:06.070785+00:00
fb_94f46efb8dab4d71,ev_a23e0a97d6314245,u_00141,1,,,2026-02-24T07:42:42.198212+00:00
fb_463531e5d6994084,ev_6786c8d70963478a,u_00000,-1,,,2026-02-14T03:59:51.511127+00:00
fb_f240cdc4b0214e25,ev_a6c29200d358466b,u_00470,1,,,2026-03-14T07:25:25.539909+00:00
fb_d5dfe1028aac4bab,ev_5e1b20b3217a4e12,u_00467,1,,,2026-03-01T16:21:01.502074+00:00
fb_c10137c7de644e9a,ev_a59b14dfcb574fb6,u_00490,1,,,2026-02-18T19:51:27.061672+00:00
fb_41fd337428b348d4,ev_53ff70f5f8984160,u_00152,1,,,2026-03-18T10:15:06.783812+00:00
fb_242dce9d0a9f408a,ev_33ac9db4543e40c7,u_00269,-1,hallucination,,2026-04-01T14:29:55.977901+00:00
fb_e05e057792394cf4,ev_e968e55aaa734eeb,u_00124,1,,,2026-03-04T08:56:01.031271+00:00
fb_a919f8edacb84feb,ev_6a26ce9b1ad4496e,u_00021,1,,,2026-03-14T08:29:39.163404+00:00
fb_087e28c98f1a4947,ev_5c8bf1d8c40c409b,u_00255,1,,,2026-02-06T14:55:20.062700+00:00
fb_0fc59697adad4464,ev_8d7808c092e04aa2,u_00273,-1,incomplete,,2026-03-19T12:17:23.998225+00:00
fb_c1916676b58d4acd,ev_b86e93448115478e,u_00341,-1,incomplete,too generic,2026-03-10T05:26:03.267037+00:00
fb_f2808fbdcb3b4acf,ev_bf4bc0606fe74525,u_00362,1,,,2026-04-05T18:36:40.282435+00:00
fb_d4c6185dceba4378,ev_0a8164d9884d4cf3,u_00287,1,,,2026-02-07T12:08:03.596326+00:00
fb_3922bf586628482f,ev_bdeea743d44f4f66,u_00655,-1,wrong_answer,,2026-03-19T13:59:41.968623+00:00
fb_59bd7aac92f74f59,ev_fa49f783ad5e4eb9,u_00585,1,,,2026-02-19T03:25:16.454640+00:00
fb_83898a4ffdad4d6e,ev_c8854f7e2a06478f,u_00469,1,,,2026-02-13T15:25:26.439977+00:00
fb_84bf76dc59da4cd7,ev_28a4edbd6182426c,u_00567,1,,perfect!,2026-03-03T20:51:41.060351+00:00
fb_28526bd1ba5148d3,ev_b1e37ad5b4bd4de1,u_00196,1,,,2026-02-26T01:51:18.347250+00:00
fb_4438d88cbfb24ec9,ev_fbc9b2f3b29c46de,u_00361,1,,,2026-03-26T06:55:21.352419+00:00
fb_b678cb9750b64387,ev_b194c1abb6524f76,u_00361,1,,,2026-03-06T02:17:56.357815+00:00
fb_638d2a5cb9404425,ev_09d4f8036cfd4697_orphan,u_00069,1,,,2026-02-22T00:00:00+00:00
fb_2729f0a1538f4711,ev_acf82b040d6446fe,u_00011,1,,,2026-02-09T15:15:29.820254+00:00
fb_a3bae7985b254a73,ev_fbf428c701254872,u_00324,1,,,2026-04-06T23:27:36.539453+00:00
fb_e7acf432548a456a,ev_543c0b9bb1ae4210,u_00153,1,,,2026-02-14T03:54:16.231913+00:00
fb_f0bce97abf5f4200,ev_1ef59a6b286d44c0,u_00105,1,,,2026-02-20T00:52:09.884230+00:00
fb_6e61e48cec324b7e,ev_927a03fa6ce64f48,u_00105,-1,hallucination,,2026-03-24T20:53:04.633609+00:00
fb_a66352303cd14514,ev_6f3b7f5605984604,u_00124,1,,,2026-02-14T19:43:31.935403+00:00
fb_c7eb9c10ff5d4cd4,ev_298ad3f3030549ac,u_00134,1,,,2026-02-10T12:17:26.434512+00:00
fb_b40db00d99ab4ae5,ev_0d4c8178910b41b7,u_00176,1,,,2026-02-04T07:32:26.033653+00:00
fb_365b0354f40c448e,ev_8006f9dbadb54289,u_00318,1,,,2026-02-26T07:02:25.652766+00:00
fb_1762e69ef1a44a28,ev_81edc5e981314693,u_00650,1,,,2026-02-13T10:39:40.325112+00:00
fb_3d382724592e4601,ev_6924fd21596c47f4,u_00580,1,,,2026-03-24T23:19:49.814483+00:00
fb_c399468daffd4f4e,ev_0a2618f0b8ba4d86,u_00449,1,,,2026-02-27T05:58:46.002137+00:00
fb_4d7b1a3e3e7b4bcb,ev_62006f0750394811,u_00067,-1,incomplete,,2026-03-29T10:35:18.127251+00:00
fb_21af9551a0674bbe,ev_89a33f6869954680,u_00399,1,,,2026-02-14T13:12:03.161137+00:00
fb_4081060febb94865,ev_da232f2ff3d54f19,u_00058,1,,,2026-02-26T20:41:26.062564+00:00
fb_bb2c8aff82a94863,ev_53eaf0c289494b8c,u_00197,1,,,2026-03-08T03:57:08.035992+00:00
fb_5ec50b52415f4b2e,ev_2f000448978645a7,u_00241,1,,,2026-02-08T17:40:20.126951+00:00
fb_493ee63ca04f4312,ev_d1791b3dc6ea4d34,u_00413,1,,,2026-02-27T06:31:51.856251+00:00
fb_88765033007749d2,ev_80282dd910664b01,u_00279,1,,,2026-03-17T22:36:00.061327+00:00
fb_cdc993a210cb4225,ev_e139a25c36a04b9e,u_00155,1,,,2026-02-19T09:07:11.087603+00:00
fb_e371248425364a50,ev_db6e4e0d2a844b46,u_00315,-1,wrong_answer,not relevant to Italian law,2026-03-21T07:18:00.829317+00:00
fb_b5ab698ea9eb4e89,ev_7986b7baac6c4211,u_00291,-1,wrong_answer,,2026-03-09T09:43:28.762343+00:00
fb_776b3a53696a4add,ev_7d5f3ce7da8a4d00,u_00657,1,,,2026-03-09T02:37:09.647194+00:00
fb_07948d4ae9a94ce7,ev_9fea93932e9f4215,u_00423,1,,,2026-02-19T04:18:48.805306+00:00
fb_aac09e5eed5843be,ev_d68d544ba7bf4ccf,u_00292,1,,,2026-02-15T00:19:57.552572+00:00
fb_37a28785544840c9,ev_5f2eb6e89e494195,u_00545,1,,,2026-03-04T15:39:59.810612+00:00
fb_729e33e011a24a24,ev_847cc8e0b1974e4b,u_00493,1,,,2026-03-04T13:04:49.949833+00:00
fb_1f751e7e0dd142ba,ev_1a0fda90aea64f78,u_00326,1,,,2026-03-17T04:33:46.726095+00:00
fb_43c62c97936e4287,ev_9087128767a540c3,u_00545,1,,,2026-02-27T01:38:00.976336+00:00
fb_ac772b5b552a4c87,ev_ce90ac72e1264f61,u_00642,1,,,2026-02-18T23:52:55.811563+00:00
fb_39d5b315e8b84e6b,ev_7c67843fb01d4a92,u_00183,1,,,2026-03-11T09:18:24.078447+00:00
fb_7dc700ccac3045a6,ev_0681cbaccd744cca,u_00648,1,,,2026-03-05T14:49:47.030123+00:00
fb_fd40e03bffed499b,ev_f2e931662f3a4cf9,u_00486,1,,,2026-02-13T00:45:03.566229+00:00
fb_b0ccf1126ef544b6,ev_8179f27a827045dd,u_00179,1,,,2026-03-26T00:40:05.000875+00:00
fb_ce530095323b4947,ev_b786e8d5fa5c43c2,u_00509,1,,,2026-02-05T19:59:09.271539+00:00
fb_850479d451674eaf,ev_2bbfbac19def4924,u_00470,1,,saved me 30 minutes,2026-02-21T22:21:50.330522+00:00
fb_1f62ab82b6414bbe,ev_4626e0ef3f26485f,u_00264,-1,slow,,2026-03-29T08:50:01.272283+00:00
fb_abae58ccaa9b48b8,ev_8bb10bbaeabb4161,u_00191,1,,,2026-02-21T18:33:32.247674+00:00
fb_7809364317c2404f,ev_d34fb2a1245049f4,u_00140,1,,,2026-02-24T21:33:10.008583+00:00
fb_0a4b954d488747b9,ev_37aefa79f76c4e48,u_00069,1,,,2026-03-11T03:28:24.756380+00:00
fb_cb36f4df640d46c7,ev_686f53960f12435a,u_00260,-1,wrong_answer,,2026-02-13T06:57:58.786783+00:00
fb_2414279a28294c15,ev_3605d443c1c043a1,u_00280,1,,,2026-03-19T02:25:50.942387+00:00
fb_f8e998eaec3b47ed,ev_e5433b8ed75e42dd,u_00548,1,,,2026-02-11T09:15:14.766814+00:00
fb_855df4c9be004717,ev_dff9586e917a4ead,u_00346,1,,,2026-02-05T02:09:11.939411+00:00
fb_3259e81fdd6247b9,ev_72474369d56f426c,u_00557,1,,,2026-03-20T18:07:58.986136+00:00
fb_1f4cbe59419e4f49,ev_25eea21fbf794a8a,u_00067,1,,,2026-03-29T04:56:36.208137+00:00
fb_002e120b987346e5,ev_2d698ef9508d4f5b,u_00292,1,,,2026-03-07T14:49:50.847190+00:00
fb_5d040eab47dd4b1d,ev_5070682307824593,u_00069,-1,incomplete,,2026-02-09T15:41:53.161657+00:00
fb_294d9a8b8b874b2c,ev_9d9ef58265834817,u_00041,1,,,2026-02-08T10:29:46.616809+00:00
fb_919b0cbb087943b6,ev_e13cabf5c9754cd7,u_00058,1,,perfect!,2026-02-21T06:41:04.415010+00:00
fb_2989d6333b3a4747,ev_f169968e94fe4a33,u_00403,1,,,2026-03-29T13:57:39.516940+00:00
fb_95cfc4dce4af4557,ev_4bedeb49e88b4531,u_00661,1,,,2026-03-07T16:55:07.233025+00:00
fb_7c91e11a06c3467c,ev_3b648a4b43f147ee,u_00655,1,,,2026-03-18T14:32:32.268599+00:00
fb_d8e009a784484606,ev_fba4e45a121444e0,u_00515,1,,,2026-02-17T01:49:57.569549+00:00
fb_df7ee278e4184952,ev_993b1ebe09d84419,u_00268,1,,,2026-02-11T00:53:35.588918+00:00
fb_ba260fe565c54923,ev_be9c657acfa541d9,u_00051,-1,,,2026-02-17T01:04:19.015516+00:00
fb_41da631d694d4191,ev_4abe648b7e0348a0,u_00504,1,,,2026-02-28T02:16:06.911510+00:00
fb_5e35de08ea5948d9,ev_47f34f24c6fb4329,u_00315,1,,,2026-02-26T00:10:32.230538+00:00
fb_e51eb7e95abe4aca,ev_f0332f2a0a154fc8,u_00472,1,,saved me 30 minutes,2026-02-24T09:02:23.129139+00:00
fb_abf8b496d60f46b6,ev_25d3d95f43134007,u_00083,-1,,,2026-02-14T22:35:02.478663+00:00
fb_24d7eee456524514,ev_c46a71eb2ce24dc2,u_00143,-1,incomplete,incomplete response,2026-03-01T23:02:48.917821+00:00
fb_8e3e290aa24a4200,ev_f0fc69e0a700491f,u_00158,1,,,2026-02-20T13:33:41.560438+00:00
fb_0fad40847408404e,ev_d64617678666407c,u_00625,1,,,2026-02-07T16:53:00.633471+00:00
fb_fb684d2a7c444f5b,ev_272d70d0075d428c,u_00603,1,,,2026-03-13T15:36:15.919291+00:00
fb_f185b125a0854aff,ev_8ee9c2e459724761,u_00135,-1,,,2026-03-12T11:53:01.324414+00:00
fb_f730aed9a7724e5b,ev_8b708f0c985d4417,u_00106,-1,wrong_answer,too slow,2026-03-28T13:43:12.555366+00:00
fb_c4058f15ba144189,ev_7d9774c20c094d1c,u_00358,1,,,2026-03-11T08:49:51.190680+00:00
fb_650ae906e99142e2,ev_197855b9f64844fc,u_00349,-1,hallucination,,2026-03-02T10:49:49.917034+00:00
fb_410404dcc4cb41b1,ev_dea6a78e21d04f43,u_00523,1,,,2026-02-26T12:23:06.109912+00:00
fb_ffcea3b14abc4544,ev_f6f0aa8beab643cb,u_00191,1,,,2026-02-20T07:19:00.544120+00:00
fb_f38f8d28d38549f7,ev_0fcac2646e834114,u_00665,1,,,2026-03-07T15:12:34.410873+00:00
fb_8a69572130124848,ev_59e0d11994424fc8,u_00432,-1,,,2026-02-27T05:59:47.614615+00:00
fb_b7819864966a47e6,ev_2c1d40e2c8834729,u_00295,-1,incomplete,,2026-02-27T02:42:52.349989+00:00
fb_eb6b96328089468c,ev_a81defef79884ca6,u_00421,1,,,2026-02-14T18:54:11.968687+00:00
fb_f901b5b2a935418b,ev_2d3cc1b0fca14db2,u_00614,1,,,2026-03-01T20:53:38.681826+00:00
fb_af5543462ba842be,ev_6601a5f260364382,u_00037,1,,,2026-02-16T04:43:16.365197+00:00
fb_cbe4acb863a74908,ev_6fdcf38ec19446aa,u_00110,1,,,2026-02-19T22:03:18.109928+00:00
fb_367d8b30777f4c63,ev_193a376e11ce4e7e,u_00139,1,,,2026-03-09T22:56:43.086133+00:00
fb_faa6816e32474760,ev_fb78bcacabea4ef9,u_00285,-1,hallucination,,2026-02-14T03:58:08.654065+00:00
fb_8762f3cb07924409,ev_f29ec85a80e240b1,u_00659,1,,,2026-02-18T16:40:29.521463+00:00
fb_103faa1fec604b0c,ev_d258ad621ec4487a,u_00370,1,,,2026-03-11T03:02:04.715836+00:00
